,Text_token
1564,"['king', 'shake79', 'path', 'path2', 'criminal', 'must', 'dealt', 'regardless', 'even', 'u', 'build', 'tall', 'thick', 'wall', 'around', 'south', 'africa', 'still', 'crime', 'hijacking', 'murder', 'gang', 'shooting', 'within', 'walls', 'nowhere', 'run', 'use', 'brain', 'properly', 'understand', 'humanity', 'work']"
1565,"['another', 'reason', 'love', 'work', 'cisco', 'provides', 'staff', 'free', 'health', 'safety', 'training', 'including', 'first', 'aid', 'level', '1', '2', 'anti', 'hijacking', 'course', 'cause', 'stop', 'bleed', 'great', 'moms', 'little', 'kids', 'cisco', 'south', 'africa', 'stopthebleed']"
1566,"['recorded', 'trackers', '11', 'million', 'installed', 'vehicle', 'base', 'largest', 'vehicle', 'tracking', 'subscriber', 'base', 'south', 'africa', 'statistics', 'provide', 'insights', 'vehicle', 'theft', 'hijacking', 'trends']"
1567,"['update', 'somali', 'business', 'man', 'hijacked', 'afternoon', 'alex', 'johanneburg', 'abramjee', 'hijacking', 'somali', 'business', 'men', 'south', 'africa', 'rise', 'since', '2019', 'last', 'year', 'alone', '6', 'somalia', 'hijacked', 'cape', 'town', 'alone']"
1568,"['outs', 'iol', 'old', 'old', 'never', 'dull', 'moment', 'south', 'africa', 'hijacking', 'heist', 'corruption', 'bribery', 'etc', 'etc', 'nothing', 'new', 'news']"
1569,"['alinaka', 'must', 'come', 'south', 'africa', 'take', 'criminal', 'zimbabwe', 'roaming', 'streets', 'hijackinghouse', 'robberskilling', 'policecash', 'transit', 'committed', 'zimbabweans']"
1570,"['full', 'details', 'vendetta', 'app', 'type', 'hijacking', 'date', '20200107', '1347', 'attempted', 'hijacking', 'ballot', 'park', 'security', 'gate', 'suspects', 'attempt', 'hijacking', 'victim', 'enter', 'security', 'estate', 'vendetta', 'crime', 'crimea', 'south', 'africa', 'map', 'hijacking']"
1571,"['matthewleemur', 'aj', 'english', 'south', 'african', '30', 'million', 'people', '1993', '60', 'million', 'people', 'crime', 'rise', 'car', 'hijacking', 'robberies', 'theft', 'killing', 'bad', 'south', 'africa', 'south', 'africa', 'cannot', 'take', 'people']"
1572,"['shame', 'lady', 'pregnant', 'suburb', 'attempted', 'hijacking', 'attacked', 'car', 'car', 'damaged', 'went', 'police', 'station', 'said', 'crime', 'guys', 'wonder', 'high', 'crime', 'rate', 'south', 'africa', 'police', 'dont', 'see', 'things', 'crimes']"
1573,"['largely', 'ignored', 'problem', 'south', 'africa', 'many', 'street', 'robbers', 'graduate', 'car', 'hijacking', 'home', 'robbery']"
1574,"['lead', 'today', 'south', 'africa', 'hijacking', 'common', 'ppl', 'afraid', 'drive', 'luxury', 'cars', 'cases', 'ppl', 'killed', 'well', 'real', 'scary']"
1575,"['watch', 'businessman', 'narrowly', 'escapes', 'hijacking', 'second', 'gate', 'anc', 'responsible', 'high', 'crime', 'rate', 'south', 'africa']"
1576,"['new', 'normal', 'south', 'africa', 'businessman', 'narrowly', 'escapes', 'hijacking', 'hijack', 'make', 'safe']"
1577,"['south', 'africa', 'whats', 'app', 'scam', 'discussion', 'fraudsters', 'hijacking', 'whats', 'app', 'accounts', 'goldstuck']"
1578,"['south', 'africa', 'watch', 'businessman', 'narrowly', 'escapes', 'hijacking', 'slipping', 'second', 'gate']"
1579,"['south', 'africa', 'scam', 'alert', 'fraudsters', 'hijacking', 'sa', 'whatsapp', 'accounts', 'solicit', 'money', 'people', 'south', 'africa', 'seen', 'rash', 'hijacked', 'whats', 'app', 'accounts', 'past', 'week']"
1580,"['fraudsters', 'hijacking', 'whats', 'app', 'accounts', 'south', 'africa', 'using', 'solicit', 'money', 'people', 'stay', 'woke', 'make', 'use', 'two', 'step', 'verification', 'whats', 'app']"
1581,"['iss', 'today', 'largely', 'ignored', 'problem', 'south', 'africa', 'many', 'street', 'robbers', 'graduate', 'car', 'hijacking', 'home', 'robbery']"
1582,"['zillaangel', 'villa', 'would', 'nervous', 'walk', 'alone', 'street', 'attack', 'elderly', 'first', 'nederland', 'worse', 'south', 'africa', 'sound', 'lot', 'stabbing', 'townships', 'bad', 'part', 'cities', 'suburbs', 'hijacking', 'yes', 'become', 'dangerous', 'driving', 'around']"
1583,"['iss', 'today', 'largely', 'ignored', 'problem', 'south', 'africa', 'many', 'street', 'robbers', 'graduate', 'car', 'hijacking', 'home', 'robbery']"
1584,"['urban', 'suspects', 'caught', 'video', 'alleged', 'attempted', 'hijacking', 'arrested', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1585,"['xavier', 'b', 'times', 'live', 'sa', 'police', 'service', 'parliament', 'rsa', 'presidency', 'za', 'cameron', 'mac', 'ken2', 'geoff', 'makhubo', 'robbery', 'hijacking', 'common', 'crimes', 'south', 'africa', 'political', 'hits', 'dont', 'wait', 'get', 'home', 'may', 'wrong', 'sound', 'like', 'assist', 'police', 'information', 'evidence']"
1586,"['abramjee', 'ci', 'ts', 'us', 'followed', 'tab', 'role', 'gang', 'hijacking', 'drivers', 'south', 'africa', 'banana', 'republic']"
1587,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1588,"['5', 'january', '1982', 'tell', 'laws', 'broke', 'south', 'africa', 'shot', 'windows', 'ran', 'around', 'bush', '39', 'mercenaries', 'involved', 'bundled', 'seychelles', 'coup', 'released', 'december', 'arrested', 'charged', 'hijacking']"
1589,"['young', 'man', 'shot', 'dead', 'attempted', 'hijacking', 'south', 'africa', 'uncut']"
1590,"['young', 'man', 'shot', 'dead', 'attempted', 'hijacking', 'south', 'africa', 'uncut']"
1591,"['similarly', 'many', 'black', 'trans', 'reject', 'reformed', 'theology', 'america', 'south', 'africa', 'problem', 'isnt', 'reformed', 'n', 'african', 'theology', 'white', 'imperialism', 'hijacking', 'truth', 'converting', 'power', 'plunder', 'profit', 'god', 'judge']"
1592,"['south', 'africa', 'suspects', 'arrested', 'murder', 'hijacking', 'business', 'robbery', 'port', 'elizabeth', 'via', 'theafricamentor', 'africabiz', 'africa']"
1593,"['5monthly', 'reunited', 'family', 'hijacking', 'ordeal', 'urban', 'police', 'searching', 'three', 'suspects', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1594,"['7', 'arrests', 'staging', 'truck', 'hijacking', 'stealing', 'medical', 'supplies', 'asia', 'policing', 'precinct', 'shane', 'south', 'africa', 'get', 'police', 'precinct', 'steal', 'medical', 'supplies']"
1595,"['landmark', 'south', 'africa', 'wants', 'look', 'good', 'outside', 'world', 'foreigners', 'attacking', 'police', 'foreigners', 'protesting', 'foreigners', 'selling', 'drugs', 'foreigners', 'hijacking', 'buildings', 'watch', 'government', 'sisenjeni']"
1596,"['hijacking', 'every', '32', 'minutes', 'south', 'africa']"
1597,"['hijacking', 'every', '32', 'minutes', 'south', 'africa']"
1598,"['hijacking', 'every', '32', 'minutes', 'south', 'africa']"
1599,"['black', 'south', 'africa', 'stop', 'raping', 'hijacking', 'murdering']"
1600,"['hijacking', 'every', '32', 'minutes', 'south', 'africa']"
1601,"['worse', 'thing', 'ive', 'seen', 'life', 'im', 'heartbroken', 'elements', 'difficult', 'wind', 'traffic', 'even', 'hijacking', 'stealing', 'bike', 'blatant', 'assault', 'fuck', 'wrong', 'south', 'africa', 'dont', 'fuck', 'touch', 'sportsman']"
1602,"['hijacking', 'every', '32', 'minutes', 'south', 'africa']"
1603,"['adv', 'barry', 'roux', 'support', 'crime', 'south', 'africa', 'high', 'dont', 'consider', 'hijacking', 'experience', 'thumbs', 'stopped', 'garage']"
1604,"['pics', 'mom', 'variously', 'attacked', 'front', 'children', 'hijacking', 'south', 'africa', 'uncut']"
1605,"['dei', 'misericordia', 'jonahof', 'ninevah', 'well', 'pope', 'love', 'welcome', 'migrants', 'vatican', 'head', 'vatican', 'need', 'permission', 'south', 'africa', 'allowed', 'many', 'migrants', 'since', 'president', 'manila', 'took', 'murdersrapes', 'hijacking', 'crimes']"
1606,"['adv', 'barry', 'roux', 'black', 'people', 'problem', 'normal', 'countries', 'show', 'hazards', 'stop', 'safe', 'place', 'south', 'africa', 'normal', 'country', 'crime', 'runs', 'everything', 'women', 'victim', 'police', 'hijacking', 'people', 'suggesting', 'shes', 'wrong', 'ashamed']"
1607,"['south', 'africa', 'beloved', 'reggae', 'artist', 'lucky', 'due', 'murdered', 'botched', 'hijacking', 'crimes', 'uncovered', 'team', 'elves', 'deep', 'determine', 'exactly', 'happened', 'night', 'luck', 'ran', 'crimes', 'uncovered', '9pm', 'et', 'luckydube', 'reggae', 'criminalinvestigations', 'truecrime']"
1608,"['south', 'africa', 'watch', 'quickthinking', 'urban', 'driver', 'narrowly', 'escapes', 'hijackingshared', 'via', 'news24']"
1609,"['south', 'africa', 'ashram', 'captures', 'daring', 'escape', 'attempted', 'hijacking']"
1610,"['south', 'africa', 'watch', 'urban', 'driver', 'narrowly', 'escapes', 'hijacking']"
1611,"['south', 'africa', 'ashram', 'captures', 'daring', 'escape', 'attempted', 'hijacking']"
1612,"['claim', 'african', 'yet', 'damage', 'kill', 'black', 'people', 'south', 'africa', 'kn', 'blacks', 'killing', 'black', 'people', 'politics', 'get', 'killed', 'disagreeing', 'someone', 'voting', 'black', 'taxi', 'owners', 'killing', 'others', 'routes', 'hijacking', 'trafficking', 'etc']"
1613,"['hijacking', 'south', 'africa', 'never', 'end', 'avoided', 'read', 'tips', 'avoid', 'getting', 'situation', 'help', 'auto', 'armor', 'well', 'auto', 'vest', 'auto', 'armor', 'hijacking']"
1614,"['robbing', 'south', 'africa', 'amateurs', 'perhaps', 'state', 'crimes', 'committed', 'include', 'farmattacks', 'farmmurders', 'rape', 'murder', 'corruption', 'cash', 'transit', 'heist', 'kidnapping', 'violentprotests', 'racism', 'terrorism', 'bankrobberies', 'hijacking', 'proudly', 'south', 'african']"
1615,"['south', 'africa', 'steal', 'whatever', 'want', 'soon', 'start', 'hijacking', 'planes']"
1616,"['nigerian', 'pirate', 'involved', 'dutch', 'ship', 'hijacking', 'arrested', 'south', 'africa', 'ghanamotion']"
1617,"['washingtonpost', 'takes', 'us', '1', 'year', 'approved', 'buy', 'firearm', 'south', 'africa', 'high', 'rate', 'gun', 'violence', 'linked', '2', 'violent', 'crime', 'nt', 'generally', 'random', 'public', 'violence', 'targeted', 'shooting', 'hijacking', 'robbery', 'dont', 'understand', 'us', '1', 'active', 'shooter', 'week']"
1618,"['urge', 'nigerian', 'immigration', 'stop', 'nigeria', 'youths', 'travelling', 'south', 'africa', 'nothing', 'theyre', 'going', 'south', 'africa', 'work', 'drug', 'dealers', 'kidnappers', '419', 'hijacking', 'cars', 'sa', 'stop', 'giving', 'nigerian', 'bad', 'names', 'allow', 'virgin', 'passport', 'sa']"
1619,"['hijacking', 'real', 'dangerous', 'possibility', 'south', 'africa', 'risk', 'increases', 'holiday', 'season', 'share', 'tips', 'loved', 'ones', 'keep', 'everyone', 'safe', 'possible', 'arrive', 'alive', 'hijacking', 'holiday', 'season']"
1620,"['update', '1', 'dead', '1', 'injured', 'following', 'hijacking', 'incident', 'near', 'witbank', 'mpumalanga', 'southafrica', 'crime']"
1621,"['1', 'dead', '1', 'injured', 'following', 'hijacking', 'incident', 'near', 'witbank', 'mpumalanga', 'southafrica', 'crime']"
1622,"['karynmaughan', 'big', 'daddy', 'does89', 'police', 'simply', 'useless', 'south', 'africa', 'logged', 'call', 'police', 'year', 'ago', 'attempted', 'hijacking', 'even', 'till', 'one', 'showed', 'excuse', 'crimes', 'happening', 'area', 'im', 'guessing', '2', 'cops', 'working']"
1623,"['genuinely', 'frightening', 'quick', 'hijacking', 'take', 'place', 'south', 'africa']"
1624,"['hijacking', 'yet', 'going', 'stop', 'chance', 'vw', 'cross', 'gets', 'available', 'south', 'africa']"
1625,"['suspects', 'found', 'guilty', 'car', 'hijackingcar', 'theft', 'serve', 'minimum', '20', 'years', 'jail', 'help', 'reduce', 'high', 'rate', 'hijacking', 'south', 'africa', 'state', 'security', 'rs', 'dojcdza', 'askthe', 'chief', 'amp']"
1626,"['ak', 'mc', 'lavish', 'masala', 'fry69', 'silver', 'strike', 'copa', 'comma', 'wurde260654', 'kevinrathbone74', 'pepsi1207', 'ny1818', 'graciani', 'reno', 'boomerang', 'time', 'fulhamfrenchie', 'm0sstr00per', 'malkaavram', 'russianjewess', 'anita', 'aevi', 'kak131', 'glenn', 'ross', 'chan', 'orwell', 'ds', 'dloveyou', 'alice4', 'teddy', 'mom8', 'import4l', 'legacy', 'anastasia', 'k', 'lynch', 'anticonspiracy2', 'local', 'jr', 'agenda', 'newton12', 'palnevexi', 'dagfinnarne', 'cairn41912989', 'versa', 'boy', 'swiss', 'tech', 'badge', 'open', 'yeshayahu', 'rez', 'israel4', 'ever', 'stole', 'mark', 'peter', 'sha', 'one', '9798', 'lex', 'park', 'smith0817', 'jinxmim', 'zimmlaw175', 'ethiopian', 'jerry', 'blackjew', 'arabjews', 'black', 'jews', 'music', 'jewsagainstfash', 'jews', 'ice', 'zionocracy', 'yvonnec', 'using', 'term', 'apartheid', 'example', 'arab', 'left', 'wing', 'supporters', 'hijacking', 'words', 'misusing', 'trying', 'redefine', 'israel', 'antithesis', 'apartheid', 'idiots', 'relying', 'effective', 'campaign', 'apartheid', 'south', 'africa', 'stole', 'term']"
1627,"['1', 'injured', 'following', 'car', 'hijacking', 'urban', 'north', 'ka', 'hulu', 'natal', 'southafrica', 'crime']"
1628,"['two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'see', 'opinions', 'southafrica', 'means', 'africa']"
1629,"['two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1630,"['south', 'africa', 'two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'incident', 'newspapers', 'feel']"
1631,"['25', 'november', '1981', '45', 'mercenaries', 'south', 'africa', 'colonel', 'mike', 'hare', 'landed', 'seychelles', 'attacked', 'airport', 'caused', 'heavy', 'damage', 'captured', 'detained', 'seychelles', 'security', 'forces', 'fled', 'hijacking', 'air', 'india', 'plane', 'history', 'day']"
1632,"['south', 'africa', 'two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'incident']"
1633,"['south', 'africa', 'two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'incident']"
1634,"['south', 'africa', 'two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'incident']"
1635,"['south', 'africa', 'two', 'rzburg', 'cops', 'killed', 'responding', 'hijacking', 'incident']"
1636,"['1', 'shot', 'dead', 'attempted', 'hijacking', 'cape', 'town', 'western', 'cape', 'southafrica', 'crime']"
1637,"['bad', 'enough', 'privileged', 'whites', 'inappropriate', 'racism', 'like', 'theyre', 'got', 'first', 'clue', 'feels', 'endure', 'racism', 'hijacking', 'political', 'sign', 'jeremycorbyn', 'wore', 'highlight', 'apartheid', 'murder', 'racism', 'taking', 'place', 'south', 'africa', 'next', 'level', 'narcissism', 'beyond', 'repulsive']"
1638,"['cheap', 'affordable', 'cover', 'insurance', 'cover', '247', 'accident', 'roadside', 'assistance', 'emergency', 'call', 'theft', 'fire', 'hail', 'windscreen', 'hijacking', 'apply', 'submitting', 'contact', 'details', 'form', 'compare', 'review', 'quotes', 'expert', 'insurers', 'south', 'africa']"
1639,"['visiontactical', 'effective', 'innovative', 'private', 'security', 'company', 'south', 'africa', 'today', 'ilovevtac', 'family', 'hijacking', 'turned', 'kidnapping', 'case']"
1640,"['whats', 'gluten', 'police', 'hunt', 'group', 'men', 'killed', 'woman', 'hijacking', 'bradley', 'johannesburg', 'city', 'south', 'africa', 'according', 'mainland', 'china', 'recent', 'newsview', 'thats']"
1641,"['manga', 'police', 'nab', 'four', 'suspects', 'rape', 'house', 'robbery', 'hijacking', 'see', 'opinions', 'southafrica', 'means', 'africa']"
1642,"['manga', 'police', 'nab', 'four', 'suspects', 'rape', 'house', 'robbery', 'hijacking', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1643,"['botched', 'hijacking', 'man', '23', 'shot', 'dead', 'girlfriend', 'assaulted', 'verlag', 'south', 'africa', 'via', 'sa', 'today', 'news', '25', 'yrs', 'blind', 'eye', 'turned', 'crime', 'destroys', 'future']"
1644,"['south', 'africa', 'urban', 'two', 'women', 'shot', 'dead', 'attempted', 'hijacking', 'lotus', 'park']"
1645,"['gluten', 'cops', 'arrest', 'six', 'suspects', 'linked', 'bradley', 'intersection', 'murder', 'hijacking', 'see', 'opinions', 'southafrica', 'means', 'africa']"
1646,"['gluten', 'cops', 'arrest', 'six', 'suspects', 'linked', 'bradley', 'intersection', 'murder', 'hijacking', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1647,"['burnaboy', 'lets', 'act', 'like', 'nigerian', 'dont', 'destroy', 'young', 'peoples', 'lives', 'selling', 'drugs', 'forcing', 'young', 'people', 'become', 'prostitutes', 'transport', 'drugs', 'south', 'africa', 'celebrate', 'zimbabweans', 'sorts', 'crimes', 'well', 'fraud', 'pickpocketing', 'car', 'hijacking', 'forth']"
1648,"['three', 'murderers', 'arrested', 'bradley', 'hijacking', 'murder', 'south', 'africa', 'news']"
1649,"['abramjee', 'cousin', 'said', 'south', 'africa', 'work', 'hard', 'graduate', 'work', 'hard', 'buy', 'first', 'car', 'get', 'killed', 'hijacking']"
1650,"['woman', 'shot', 'dead', 'bradley', 'hijacking', 'car', 'recovered', 'alex', 'see', 'comments', 'southafrica', 'southafricanews', 'means']"
1651,"['hijacking', 'south', 'africa', 'never', 'end', 'avoided', 'read', 'tips', 'avoid', 'getting', 'situation', 'help', 'auto', 'armor', 'well', 'auto', 'vest', 'auto', 'armor', 'hijacking']"
1652,"['2', 'killed', 'shooting', 'car', 'hijacking', 'isipingo', 'ka', 'hulu', 'natal', 'southafrica', 'crime']"
1653,"['1', 'killed', 'shooting', 'car', 'hijacking', 'alexandra', 'gluten', 'southafrica', 'crime']"
1654,"['possible', 'hit', 'know', 'criminals', 'south', 'africa', 'aggressive', 'surely', 'wasnt', 'random', 'hijacking']"
1655,"['another', 'hijacking', 'women', 'targets', 'south', 'africa', 'daily', 'getting', 'killed', 'raped', 'armed', 'robberies', 'figures', 'murders', 'staggering', 'anc', 'government', 'keep', 'quiet', 'europe', 'africa', 'example', 'come', 'way', 'next', 'close', 'borders', 'asap']"
1656,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1657,"['hijacking', 'effingham', 'urban', 'south', 'africa', 'via', 'tube']"
1658,"['hello', 'everyone', 'im', 'sorry', 'hijacking', 'hashtag', 'help', 'get', 'message', 'world', 'help', 'family', 'please', 'howto', 'derby', 'southafrica', 'africa']"
1659,"['kfcwedding', 'kfc', 'proposal', 'kf', 'couple', 'sorry', 'hijacking', 'platform', 'checking', 'kfcproposal', 'came', 'across', 'mind', 'shifted', 'know', 'south', 'africa', 'family', 'know', 'love', 'love', 'much', 'hate', 'poverty']"
1660,"['south', 'africa', 'lets', 'forget', 'future', 'kids', 'im', 'apologizing', 'im', 'mos', 'def', 'hijacking', 'fca', 'audisouthafrica', 'standard', 'bank', 'za', 'mzansimagic', 'companies', 'ignore', 'since', 'happy', 'couple', 'also', 'sacrifice', 'time', 'resources']"
1661,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1662,"['vijay', 'shade', 'hijacking', 'cant', 'help', 'wonder', 'sa', 'police', 'service', 'involved', 'involved', 'heist', 'farm', 'murders', 'every', 'crime', 'big', 'investors', 'pulling', 'due', 'non', 'safety', 'goods', 'south', 'africa', 'okay', 'loot', 'steal', 'kill', 'rape', 'destroy']"
1663,"['vijay', 'shade', 'bog', 'comps', 'pulling', 'sa', 'goods', 'safe', 'hijacking', 'cant', 'help', 'wonder', 'sa', 'police', 'service', 'involved', 'heist', 'farm', 'murders', 'else', 'okay', 'loot', 'steal', 'south', 'africa']"
1664,"['sica', 'polish', 'men11', 'months', 'ago', 'nearly', 'lost', 'life', 'hijacking', 'today', 'whole', 'south', 'africa', 'world', 'champions', 'today', 'given', 'meaning', 'peoples', 'lives', 'today', 'united', 'nation', 'springboks', 'rc2019', 'supersport', 'go', 'book', 'rugby']"
1665,"['58', 'murders', 'day', '110', 'rapes', 'day', 'one', 'hijacking', 'every', '32', 'min', 'well', 'pleasure', 'let', 'know', 'odds', 'favour', 'criminal', 'time', 'south', 'africa']"
1666,"['many', 'cost', 'cost', 'gs', 'cosatussonline', 'gpsacp', 'ace', 'magashule', 'dr', 'ace', 'magashule', 'pres', 'jg', 'zum', 'civil', 'ramaphosa', 'herman', 'mashable', 'bl', 'south', 'africa', 'eff', 'south', 'africa', 'many', 'ones', 'behind', 'crimes', 'mean', 'implicated', 'truck', 'hijacking', 'buy', 'houses', 'cash', 'bags', 'get', 'money', 'involved', 'bank', 'fraud', 'drugs', 'many', 'ppl', 'work']"
1667,"['anything', 'happened', 'alone', 'family', 'south', 'africa', 'hijacking', 'robbery', 'worse', 'need', 'hobby', 'see', 'something', 'thanks']"
1668,"['swimmer601011', '12500', 'generation', 'herman', 'mashable', 'criminals', 'robbing', 'hijacking', 'peoples', 'cars', 'south', 'africa', 'reconstruction', 'transformation', 'must', 'legal', 'engineered', 'like', 'apartheid', 'strong', 'enforcement']"
1669,"['worst', 'hijacking', 'hotspots', 'south', 'africa', 'right', 'via', 'businesstech', 'sa']"
1670,"['worst', 'hijacking', 'hotspots', 'south', 'africa', 'right', 'business', 'tech', 'via', 'theafricamentor', 'africabiz', 'business']"
1671,"['executive', 'operational', 'services', 'car', 'tracking', 'company', 'tracker', 'south', 'africa', 'ron', 'knott', 'craig', 'research', 'helps', 'predict', 'around', 'time', 'hijacking', 'likely', 'take', 'place', 'afm', 'sunrise', 'abcnews', 'safmnews']"
1672,"['worst', 'hijacking', 'hotspots', 'south', 'africa', 'right', 'via', 'businesstech', 'sa']"
1673,"['worst', 'hijacking', 'hotspots', 'south', 'africa', 'right']"
1674,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1675,"['gender', 'activist', 'law', 'lecturer', 'shot', 'dead', 'apparent', 'hijacking', 'attempt', 'reports', 'via', 'news24', 'south', 'africa']"
1676,"['south', 'africa', 'gender', 'activist', 'law', 'lecturer', 'shot', 'dead', 'apparent', 'hijacking', 'attempt', 'reportsshared', 'via', 'news24']"
1677,"['1', 'killed', 'armed', 'suspect', 'attempted', 'hijacking', 'johannesburg', 'gluten', 'southafrica', 'crime']"
1678,"['inspired', 'survived', 'hijacking', 'maybe', 'attempted', 'hijacking', 'gunpoint', 'south', 'africa', 'managed', 'get', 'back', 'home', 'safely', 'car', 'worked', 'glad', 'ok']"
1679,"['bukhari', 'mr', 'president', 'perhaps', 'nigeria', 'needs', 'also', 'look', 'issues', 'hijacking', 'schools', 'taking', 'away', 'girls', 'teachers', 'good', 'nigeria', 'matters', 'concerning', 'terrorism', 'stake', 'brother', 'country', 'nigeria', 'south', 'africa', 'lowly', 'ordinary']"
1680,"['ir', 'south', 'africa', 'form', 'political', 'party', 'instead', 'hijacking', 'da']"
1681,"['ir', 'south', 'africa', 'piss', 'stop', 'hijacking', 'political', 'parties', 'youve', 'forfeited', 'pretense', 'objectivity', 'might']"
1682,"['south', 'africa', 'disease', 'hijacking', 'rampant']"
1683,"['south', 'africa', 'watch', 'three', 'suspected', 'role', 'gang', 'members', 'sandbox', 'shootout', 'hijacking']"
1684,"['full', 'view', 'abc', 'abc', 'news', 'online', 'tsepiso', 'makwetla', 'stephen', 'grooves', 'let', 'tell', 'something', 'festive', 'season', 'comes', 'expect', '20', 'last', 'years', 'shop', 'robberies', 'car', 'hijacking', '30more', 'street', 'robberies', 'solution', 'south', 'africa', 'corruption', 'rsa', 'rise', 'top', '10most', 'dangerous', 'country', 'world']"
1685,"['nigeria', 'state', 'visit', 'mst', 'b', 'honest', 'sick', 'tired', 'nigerian', 'selling', 'drugs', 'every', 'town', 'city', 'south', 'africa', 'hijacking', 'buildings', 'prostitution', 'nigerian', 'particular']"
1686,"['statistician', 'general', 'south', 'africa', 'rising', 'mallee', 'release', 'victims', 'crime', '201819', 'report', 'current', 'report', 'cover', 'incidents', 'involving', 'vehicle', 'hijacking', 'home', 'robbery', 'victims', 'crime', 'report', 'also', 'compliment', 'official', 'crime', 'statistics', 'released', 'police']"
1687,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1688,"['know', 'south', 'africa', 'legally', 'allowed', 'attach', 'flamethrowers', 'car', 'order', 'prevent', 'car', 'hijacking', '1998', 'south', 'african', 'inventor', 'chart', 'source', 'manufactured', 'plaster', 'also', 'called', 'bmw', 'flamethrower', 'purpose']"
1689,"['crime', 'south', 'africa', 'really', 'terrible', 'even', 'winter', 'hijacking', 'springsummer']"
1690,"['tonight', 'one', 'south', 'africa', 'mostloved', 'reggae', 'artists', 'lucky', 'due', 'murdered', 'botched', 'hijacking', 'crimes', 'uncovered', 'elves', 'deeper', 'exactly', 'happened', 'night', 'south', 'africa', 'lost', 'true', 'icon', '9', 'pm', 'et', 'reggae', 'luckydube', 'murder', 'crimesolvers']"
1691,"['zimbabwe', 'truck', 'hijacked', '10', 'accomplice', 'arrested', 'hijacking', 'trucks', 'draining', 'diesel', 'petrol', 'sick', 'people', 'come', 'add', 'crime', 'already', 'crime', 'country', 'south', 'africa']"
1692,"['possessedsoul', 'sa', 'went', 'ken', 'ka', 'whos', 'us', 'maybe', '10', 'eff', 'eff', 'south', 'africa', 'hijacking', 'battles', 'politician', 'relevant', 'dey', 'r', 'adopting', 'bl', 'south', 'africa', 'stove', 'idiotic', 'strategy', 'u', 'cant', 'politician', 'de', 'battles']"
1693,"['south', 'africa', 'never', 'sitting', 'window', 'open', 'inviting', 'crime', 'hijacking']"
1694,"['3', 'hijackers', 'shot', 'south', 'coast', 'south', 'africa', 'police', 'hijacking', 'amanzimtoti']"
1695,"['mora', 'mthonyama', 'greenterro', 'iol', 'burnaboy', 'tica', 'savage', 'iceprincezamani', 'iam', 'cee', 'iam', 'david', 'sub', 'delivery', 'zone', 'africa', 'facts', 'zone', 'whole', 'minister', 'south', 'africa', '1', 'highest', 'global', 'statistics', 'robbery', 'hijacking', 'crime', 'murder', 'rates', 'want', 'pretend', 'foreigners', 'country', 'full', 'clowns']"
1696,"['valeriekubheka', 'lusizo9', 'mr', 'coronation', 'lazy', 'nwa', 'tica', 'savage', 'whole', 'minister', 'south', 'africa', '1', 'highest', 'global', 'statistics', 'robbery', 'hijacking', 'crime', 'murder', 'rates', 'want', 'pretend', 'foreigners', 'country', 'full', 'clowns']"
1697,"['lusizo9', 'mr', 'coronation', 'lazy', 'nwa', 'tica', 'savage', 'whole', 'minister', 'south', 'africa', '1', 'highest', 'global', 'statistics', 'robbery', 'hijacking', 'crime', 'murder', 'rates', 'want', 'pretend', 'foreigners', 'country', 'full', 'clowns']"
1698,"['show', 'matt', 'love', 'im', 'advocating', 'violence', 'criminal', 'nigerian', 'harming', 'south', 'africa', 'drugs', 'human', 'trafficking', 'slavery', 'kidnapping', 'building', 'hijacking', 'fraud', 'murder', 'government', 'work', 'deal', 'wait', 'us', 'act']"
1699,"['30', 'worst', 'areas', 'hijacking', 'south', 'africa', 'business', 'tech', 'south', 'african', 'police', 'service', 'caps', 'released', 'crime', 'stats', '201819', 'period', 'highlighting', 'areas', 'worst', 'hijacking', 'sta', 'via', 'theafricamentor', 'africa', 'entrepreneur']"
1700,"['bong', 'n', 'wizkidayo', 'phililenc', 'whole', 'minister', 'south', 'africa', '1', 'highest', 'global', 'statistics', 'robbery', 'hijacking', 'crime', 'murder', 'rates', 'want', 'pretend', 'foreigners', 'country', 'full', 'clowns']"
