,Text_token
1701,"['30', 'worst', 'areas', 'hijacking', 'south', 'africa', 'via', 'businesstech', 'sa']"
1702,"['30', 'worst', 'areas', 'hijacking', 'south', 'africa']"
1703,"['bbc', 'africa', 'never', 'xenophobia', 'attacks', 'south', 'africa', 'parent', 'challenging', 'watch', 'operation', 'priscilla', 'illegal', 'migrants', 'drugs', 'child', 'prostitution', 'human', 'trafficking', 'building', 'hijacking', 'lawlessness', 'country', 'tolerate']"
1704,"['sad', 'live', 'like', 'south', 'africa', 'involved', 'attempted', 'hijacking', 'attempts', 'twice', 'take', 'care', 'roads', 'keep', 'ears', 'tuned', 'voice', 'holy', 'spirit']"
1705,"['xenophobia', 'south', 'africa', 'far', 'country', 'fighting', 'selling', 'drugs', 'human', 'trafficking', 'hijacking', 'buildings', 'illegal', 'african', 'brothers', 'sisters', 'lets']"
1706,"['teen', 'hijackers', 'caught', 'trying', 'output', 'flying', 'squad', 'hijacking', 'car', 'knife', 'point', 'eastern', 'cape', 'south', 'africa']"
1707,"['incident', 'took', 'place', 'northgate', 'area', 'job', 'south', 'africa', 'cracking', 'hijacking']"
1708,"['avoid', 'hijacking', 'south', 'africa', 'buying', 'one', 'five', 'cars']"
1709,"['avoid', 'hijacking', 'south', 'africa', 'buying', 'one', 'five', 'cars']"
1710,"['crypto', 'news', 'avoid', 'hijacking', 'south', 'africa', 'buying', 'one', 'five', 'cars']"
1711,"['avoid', 'hijacking', 'south', 'africa', 'buying', 'one', 'five', 'cars']"
1712,"['avoid', 'hijacking', 'south', 'africa', 'buying', 'one', 'five', 'cars']"
1713,"['okezue', 'ifesinac1', 'held', 'gions', 'ayosogunro', 'like', 'response', 'every', 'nation', 'challenges', 'south', 'africa', 'immune', 'nica', 'ans', 'concerned', 'focus', 'drugs', 'hijacking', 'buildings', 'etc', 'done', 'nicas', 'country', 'pretend', 'happening']"
1714,"['south', 'africa', 'murder', 'rape', 'hijacking', '20182019', 'crime', 'stats']"
1715,"['hijacking', 'south', 'africa', 'day', 'night', 'quite', 'neighbourhood', 'street', 'inn', 'meantime', 'traffic', 'happens', 'daily', 'hijacking', 'prevention', 'tips1', 'dont', 'organize', 'teaparties', 'holiday', 'breaks', 'inside', 'vehicle', 'outside']"
1716,"['fifilaan', 'news24', 'city', 'press', 'documents', 'papers', 'important', 'lives', 'black', 'south', 'african', 'men', 'rape', 'kill', 'black', 'south', 'african', 'women', 'south', 'africa', 'also', 'armed', 'robberies', 'heist', 'hijacking', 'kidnapping', 'kinds', 'crimes', 'accusing', 'foreign', 'nationals']"
1717,"['crime', 'stats', 'hijacking', 'decreased', '18', 'south', 'africa']"
1718,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1719,"['new', 'gang', 'hijacking', 'trend', 'hits', 'kn', 'provinces', 'south', 'africa', 'chinese', 'owners', 'called', 'quotations', 'led', 'isolated', 'areas', 'attacked', 'armed', 'gang']"
1720,"['client', 'admin', 'culprit', 'enter', 'example', 'columbia', 'high', 'crime', 'compared', 'south', 'africa', 'south', 'africa', 'people', 'end', 'dead', 'due', 'robberies', 'rape', 'hijacking', 'etc', 'put', 'us', 'number', '2', 'world']"
1721,"['fact', 'happened', 'south', 'africa', 'even', 'xenophobia', 'attack', 'criminals', 'hijacking', 'peaceful', 'protests', 'people', 'real', 'issues', 'grievances', 'criminals', 'ones', 'set', 'loot', 'destroy', 'properties', 'foreigners', 'south', 'african', 'well']"
1722,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1723,"['south', 'africa', 'scenes', 'hate', 'violence', 'yet', 'many', 'us', 'want', 'peace', 'love', 'country', 'fellow', 'countrymen', 'stop', 'minority', 'fm', 'destroying', 'saga', 'farm', 'attack', 'child', 'abuse', 'kidnapping', 'abduction', 'rape', 'hijacking', 'truck', 'driver', 'xenophobia', 'corruption', 'crime', 'looting']"
1724,"['hijacking', 'corner', 'main', 'reef', 'rd', 'ordo', 'ave', 'amalgam', 'job', 'chinese', 'national', 'victim', 'taken', 'vehicle', 'south', 'africa']"
1725,"['garikai', 'manga', 'facts', 'dont', 'speak', 'things', 'theres', 'proof', 'kn', 'belongs', 'hulu', 'people', 'dont', 'spread', 'hate', 'amongst', 'people', 'south', 'africa', 'said', 'foreigners', 'bringing', 'drugs', 'hijacking', 'vehicles']"
1726,"['leaders', 'failed', 'south', 'africa', 'people', 'angry', 'saying', 'selling', 'drugs', 'human', 'trafficking', 'hijacking', 'buildings', 'illegal', 'foreigners', 'rzburg', 'cbd', 'rzburg', 'cbd']"
1727,"['well', 'zeelyfied1', 'south', 'african', 'citizen', 'enough', 'enough', 'animals', 'kidnapping', 'women', 'selling', 'drugs', 'robbing', 'people', 'belongings', 'hijacking', 'building', 'killing', 'innocent', 'people', 'foreigners', 'shall', 'leave', 'south', 'africa', 'thumb', 'mina', 'falling', 'country', 'protecting', 'foreigners']"
1728,"['past', 'month', 'new', 'batch', 'hijacking', 'methods', 'cropped', 'south', 'africa', 'heres', 'need', 'avoid']"
1729,"['theres', 'thing', 'xenophobia', 'attacks', 'south', 'africa', 'despite', 'insistence', 'theres', 'significant', 'population', 'nigerian', 'thugs', 'hijacking', 'buildings', 'feeding', 'kids', 'drugs', 'selling', 'counterfeit', 'goods', 'cant', 'fold', 'arms', 'say', 'xenophobia']"
1730,"['business', 'usual', 'government', 'south', 'africa', 'heaven', 'child', 'abduction', 'human', 'trafficking', 'drugs', 'hijacking', 'cars', 'mozambique', 'crime', 'whats', 'strange', 'government', 'knows', 'concerned', 'ramaphosa', 'investment']"
1731,"['south', 'african', 'shit', 'offline', 'likecars', 'hijacking', 'rape', 'drugs', 'lazy', 'people', 'ever', '80', 'south', 'african', 'ladies', 'children', 'wedlock', 'god', 'forbid', 'dont', 'south', 'africa', 'comment', 'take', 'note']"
1732,"['latest', 'hijacking', 'statistics', 'south', 'africa', 'high', 'risk', 'areas', 'gluten', 'high', 'risk', 'areas', 'ka', 'hulu', 'natal', 'high', 'risk', 'areas', 'western', 'cape', 'popular', 'hijacking', 'days', 'week', 'hijacking', 'versus', 'theft', 'hijacking']"
1733,"['today', 'nationalized', 'sa', 'companies', 'countrymen', 'hijacking', 'buildings', 'south', 'africa', 'lying', 'stealing', 'blood']"
1734,"['call', 'majority', 'white', 'people', 'selling', 'drugs', 'hijacking', 'building', 'job', 'pta', 'help', 'understand', 'get', 'angry', 'farmer', 'providing', 'fresh', 'produce', 'south', 'africa', 'get', 'angry', 'person', 'country', 'selling', 'drugs']"
1735,"['bl', 'south', 'africa', 'guys', 'high', 'something', 'revolutionary', 'end', 'bullshit', 'thatyou', 'act', 'like', 'dont', 'know', 'responsible', 'state', 'zimbabwe', 'right', 'noone', 'hijacking', 'anything', 'failed', 'failed', 'typically']"
1736,"['xenophobia', 'right', 'needs', 'stop', 'stand', 'african', 'since', 'borders', 'let', 'loose', 'south', 'africa', 'become', 'jungle', 'ive', 'got', 'nothing', 'nigerian', 'hijacking', 'prostitution', 'young', 'girls', 'distributing', 'drugs', 'stop', 'xenophobia', 'stop', 'women', 'abuse']"
1737,"['investments', 'south', 'africa', 'owned', 'foreigners', 'nigerian', 'doesnt', 'hold', 'one', 'quarter', 'sheer', 'hate', 'cant', 'fight', 'bigger', 'picture', 'hijacking', 'economy', 'natural', 'met', 'anger', 'hold', 'contempt', 'nigerian', 'likes']"
1738,"['public', 'protector', 'pierredevos', 'adv', 'b', 'mkhwebane', 'florence', 'kajuju', 'kevin', 'manga', 'aomaombudsman', 'uk', 'condemn', 'importing', 'crime', 'south', 'africa', 'south', 'african', 'held', 'ransom', 'condemn', 'selling', 'drugs', 'hijacking', 'buildingsand', 'porous', 'borders']"
1739,"['type', 'kneejerk', 'reaction', 'fake', 'news', 'astounding', 'funny', 'please', 'get', 'thick', 'skull', 'nigerian', 'killed', 'south', 'africa', 'despite', 'involved', 'violent', 'crimes', 'kidnapping', 'hijacking', 'selling', 'drugs', 'spamming']"
1740,"['dear', 'mr', 'nigerian', 'presidentsouth', 'africa', 'never', 'bring', 'thugs', 'destroy', 'ur', 'country', 'bring', 'south', 'africa', 'thugs', 'sells', 'drugshijacking', 'buildings', 'killing', 'south', 'african', 'human', 'trafficking', 'etc', 'peoples', 'destroying', 'future', 'call', 'ur', 'house', 'order']"
1741,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1742,"['frank', 'abolish', 'nigerian', 'drug', 'lord', 'prosecuted', 'convicted', 'incarcerated', 'drug', 'trading', 'south', 'africa', 'official', 'lucky', 'due', 'sa', 'music', 'artist', 'killed', 'non', 'south', 'african', 'hijacking', 'car']"
1743,"['nasa', 'magazine', 'zambia', 'also', 'affected', 'xenophobia', 'south', 'africa', 'hijacking', 'fight', 'south', 'african', 'nigerian', 'let', 'zambia', 'south', 'africa', 'voetsek']"
1744,"['enc', 'personally', 'believe', 'problem', 'south', 'africa', 'caused', 'foreigners', 'issues', 'drug', 'trafficking', 'sales', 'human', 'trafficking', 'vehicle', 'hijacking', 'cetera', 'south', 'african', 'nationals', 'involved', 'crimes']"
1745,"['akshay', 'libri', 'ny', 'nigerian', 'selling', 'drugs', 'dubai', 'hijacking', 'buildings', 'dubai', 'even', 'di', 'nigerian', 'doesnt', 'even', 'make', '5', 'country', 'nigerian', 'problem', 'tell', 'fellow', 'countrymen', 'respect', 'laws', 'peace', 'south', 'africa']"
1746,"['gwncube', 'trevor', 'cube', 'dont', 'mind', 'zimbabweans', 'south', 'africa', 'welcome', 'fed', 'nigerian', 'selling', 'drugstrafficking', 'womenhijacking', 'buildings', 'running', 'scams']"
1747,"['luvuyogebashe', 'morris', 'money', 'hijacking', 'south', 'africa', 'thing', 'raping', 'killing', 'girls', 'also', 'dont', 'put', 'nigerian', 'hijacked', 'country', 'know', 'nigerian', 'sell', 'drugs', 'trafficking', 'yeah', 'crimes', 'bad', 'let', 'police', 'act']"
1748,"['youre', 'making', 'sense', 'theres', 'roughly', '500800', 'thousand', 'million', 'nigerian', 'businesses', 'big', 'small', 'south', 'africa', 'hijacking', 'sa', 'businesses', 'nigeria', 'catastrophic', 'countries']"
1749,"['real', 'daddyprow', 'nasty', 'csa', 'say', 'started', 'buildings', 'hijacking', 'unacceptable', 'buildings', 'rented', 'south', 'african', 'cause', 'afford', 'foreigners', 'buildings', 'south', 'africa', 'theyre', 'trying', 'make', 'living', 'bro', 'violence', 'dont', 'solve', 'anything']"
1750,"['safety', 'security', 'hijacking', 'protection', 'dua', 'quran', 'south', 'africa', 'violence', 'unrest', 'turmoil', 'war']"
1751,"['black', 'culture', 'hm', 'techottness', 'instability', 'youre', 'talking', 'foreigners', 'south', 'africa', 'contributed', 'south', 'africa', 'drug', 'selling', 'human', 'trafficking', 'prostitution', 'south', 'african', 'woman', 'hijacking', 'buildings', 'hijacking', 'cars', 'murders', 'rapes', 'etc', 'dont', 'try', 'act', 'holy']"
1752,"['edmnangagwa', 'civil', 'ramaphosa', 'nigerian', 'arent', 'needed', 'south', 'africa', 'anymore', 'slowly', 'surely', 'destroying', 'south', 'africa', 'government', 'quite', 'long', 'thus', 'people', 'taking', 'actions', 'thing', 'nigerian', 'come', 'destroy', 'hijacking', 'selling', 'drugs']"
1753,"['nigerian', 'threatening', 'south', 'african', 'nigeria', 'legally', 'selling', 'drugs', 'fake', 'goods', 'people', 'south', 'africa', 'illegally', 'hijacking', 'buildings', 'selling', 'counterfeit', 'goods', 'human', 'trafficking', 'drugs', 'rape', 'murder', 'people', 'beating', 'cops']"
1754,"['tica', 'savage', 'yet', 'hear', 'one', 'one', 'nigerian', 'condemning', 'fellow', 'nigerian', 'south', 'africa', 'selling', 'drugs', 'prostitution', 'young', 'girls', 'hijacking', 'buildings', '419', 'scams', 'one', 'condemning', 'yet', 'want', 'play', 'victim']"
1755,"['gid', 'traffic', 'von', 'smack', 'must', 'accept', 'guys', 'hijacking', 'buildings', 'prostitution', 'sisters', 'daughters', 'selling', 'us', 'drugs', 'killing', 'economy', 'ur', 'businesses', 'pay', 'tax', 'whose', 'money', 'shipped', 'south', 'africa', 'one', 'side', 'went']"
1756,"['problems', 'south', 'africa', 'go', 'beyond', 'gender', 'based', 'violence', 'n', 'xenophobia', 'attacks', 'notsafe', 'anywhere', 'hijackingarmed', 'robberies', 'r', 'rife', 'top', 'protests', 'action', 'fools', 'decide', 'go', 'work', 'destroy', 'infrastructure', 'already', 'make', 'safe', 'government', 'za']"
1757,"['makawandie', 'lau', 'blaming', 'babeswodumo', 'hambani', 'fix', 'problems', 'country', 'top', 'acting', 'clever', 'south', 'africa', 'pensioner', 'misled', 'chased', 'away', 'whites', 'hijacking', 'properties', 'follow', 'whites', 'exploited', 'stupid']"
1758,"['lincoln4u', 'obyezeks', 'civil', 'ramaphosa', 'government', 'za', 'true', 'xenophobia', 'must', 'stop', 'south', 'africa', 'nigerianscriminal', 'onesnot', 'law', 'abiding', 'onesmust', 'also', 'stop', 'sex', 'trafficking', 'children', 'hijacking', 'buildings', 'selling', 'drugs', 'children', 'parties', 'wrong']"
1759,"['child8701', 'nedunaija', 'sir', 'viola', 'pr', 'south', 'africa', '99', 'nigerian', 'adding', 'value', 'bt', 'killing', 'brothers', 'sisters', 'selling', 'drugs', 'human', 'trafficking', 'hijacking', 'building', 'turn', 'dem', 'brothels']"
1760,"['garden', 'dont', 'understand', 'businesses', 'owned', 'white', 'south', 'african', 'dont', 'care', 'nigerian', 'south', 'africa', 'selling', 'drugstrafficking', 'womenhijacking', 'buildings', 'running', 'scams']"
1761,"['burnaboy', '5', 'bad', 'things', 'nigerian', 'south', 'africa', '1', 'selling', 'drugs2', 'unlicensed', 'liquor', 'stores', '3', 'hijacking', 'buildingshillbrow', '4', 'money', 'laundering5', 'killing', 'people', 'still', 'opening', 'big', 'mouths', 'tell', 'come', 'back', 'home']"
1762,"['von', 'smack', 'dont', 'nigerian', 'south', 'africa', 'running', 'brothels', 'selling', 'drugs', 'hijacking', 'buildings', 'keep', 'boycotting', 'south', 'african', 'business', 'arent', 'owned', 'blacks']"
1763,"['miss', 'bus', 'n', 'akaworldwide', 'south', 'africa', 'ms', 'southafrica', 'fly', 'status', 'anybody', 'hijacking', 'whats', 'selling', 'drugs', 'eidabut', 'whatever', 'case', 'killing', 'unjustly', 'name', 'taking', 'back', 'whats', 'urs', 'rada', 'inhuman', 'unwise', 'core']"
1764,"['el', 'coll', 'akaworldwide', 'south', 'africa', 'ms', 'southafrica', 'fly', 'status', 'xenophobia', 'dont', 'get', 'wrong', 'im', 'havent', 'read', 'anywhere', 'south', 'african', 'days', 'selling', 'drugs', 'hijacking', 'buildings', 'exile', 'things', 'hand', 'south', 'africa']"
1765,"['admin', 'appear', 'south', 'africa', 'fight', 'specific', 'drugs', 'human', 'trafficking', 'hijacking', 'related', 'crimesnot', 'random', 'act', 'violence', 'happening', 'even', 'innocent', 'foreign', 'nationals']"
1766,"['offense', 'modify', 'ur', 'saying', 'fellow', 'african', 'arent', 'law', 'abiding', 'ones', 'meddling', 'drugs', 'human', 'trafficking', 'hijacking', 'dont', 'drug', 'problems', 'home', 'countries', 'dont', 'hijacking', 'sort', 'heard', 'first', 'gun', 'shot', 'south', 'africa']"
1767,"['badmonpapi1', 'africa', 'facts', 'zone', 'nigerian', 'selling', 'drugs', 'south', 'africa', 'hijacking', 'cars', 'theyre', 'nothing', 'else', 'thugs', 'without', 'proper', 'papers', 'tired']"
1768,"['sowellnomics', 'real', 'problem', 'government', 'allowing', 'south', 'africa', 'safe', 'criminal', 'elements', 'across', 'continent', 'asia', 'mainly', 'ie', 'sale', 'fake', 'goods', 'drugs', 'human', 'trafficking', 'property', 'hijacking']"
1769,"['case', 'didnt', 'know', 'nigerian', 'killed', 'one', 'hence', 'retaliation', 'nigerian', 'living', 'south', 'africa', 'selling', 'drugs', 'destroying', 'communities', 'nigerian', 'kidnapping', 'rapping', 'girls', 'nigerian', 'hijacking', 'buildings', 'might', 'wanna', 'add', 'thread']"
1770,"['south', 'africa', 'needs', 'put', 'rice', 'people', 'hijacking', 'discourse', 'make', 'incorrect', 'inferences', 'human', 'condition', 'opposers', 'proponents', 'prime', 'directive', 'discourse', 'need', 'put', 'rice']"
1771,"['shalomblac', 'call', 'coming', 'way', 'nigeria', 'sell', 'drugs', 'south', 'africa', 'businesses', 'please', 'unfortunate', 'think', 'south', 'african', 'hate', 'people', 'countries', 'human', 'trafficking', 'hijacking', 'escalated', 'due', 'lawless', 'immigration', 'laws', 'south', 'africa']"
1772,"['starbiola', 'call', 'coming', 'way', 'nigeria', 'sell', 'drugs', 'south', 'africa', 'businesses', 'please', 'unfortunate', 'think', 'south', 'african', 'hate', 'people', 'countries', 'human', 'trafficking', 'hijacking', 'escalated', 'due', 'lawless', 'immigration', 'laws', 'south', 'africa']"
1773,"['law', 'please', 'tell', 'brother', 'kill', 'fellow', 'african', 'selling', 'drugs', 'hijacking', 'building', 'human', 'traffic', 'killing', 'future', 'generation', 'south', 'africa']"
1774,"['ariel', 'began', 'iam', 'david', 'questions', 'you1', 'every', 'nigerian', 'south', 'africa', 'selling', 'drugs', 'hijacking', 'buildings', 'engaging', 'human', 'trafficking2', 'nigerian', 'brutalised', 'crimes', 'mentioned', 'above3', 'natives', 'south', 'africa']"
1775,"['south', 'africa', 'vehicle', 'hijacking', 'theft', 'hotspots', 'travelling', 'south', 'africa']"
1776,"['manmustwack', 'nigerian', 'destroying', 'south', 'african', 'theyre', 'selling', 'drugs', 'theyre', 'hijacking', 'cant', 'country', 'doesnt', 'even', 'proper', 'papers', 'south', 'africa', 'im', 'also', 'fighting', 'need', 'respect', 'south', 'africa']"
1777,"['south', 'africa', 'officially', 'cancelled', 'legit', 'saw', 'hijacking', 'zone', 'sign', 'intersection', 'traffic', 'lights']"
1778,"['say', 'xenophobia', 'selling', 'drugsprostitutionhijacking', 'buildingsscamming', 'people', 'also', 'xenophobia', 'please', 'behave', 'respect', 'south', 'africa', 'country', 'tired', 'shit']"
1779,"['arms', 'used', 'arms', 'war', 'hijacking', 'buildings', 'sign', 'taking', 'really', 'south', 'africa', 'deputy', 'minister', 'police', 'foreigners', 'hold', 'gun', 'point', 'asking', 'surrender', 'cities']"
1780,"['wizkidayo', 'one', 'love', 'foot', 'love', 'nigerian', 'south', 'africa', 'selling', 'drugs', 'hijacking', 'buildings', 'turning', 'brothels', 'illegal', 'nightclubs', 'killing', 'innocent', 'south', 'african', 'try', 'stop', 'drug', 'trades', 'dont', 'hate', 'hate']"
1781,"['nigeria', 'gov', 'wrong', 'violent', 'towards', 'nigerian', 'sa', 'deported', 'back', 'nigeria', 'hijacking', 'buildings', 'selling', 'drugs', 'using', 'fake', 'money', 'want', 'nigerian', 'south', 'africa', 'aggressive', 'want']"
1782,"['nigeria', 'gov', 'bukhari', 'civil', 'ramaphosa', 'wrong', 'violent', 'towards', 'nigerian', 'sa', 'deported', 'back', 'nigeria', 'hijacking', 'buildings', 'selling', 'drugs', 'using', 'fake', 'money', 'want', 'nigerian', 'south', 'africa', 'aggressive', 'want']"
